"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"230",16718,1145.64017733952,1145.6395741351,1059.31692617185,1059.32650937843,1151.27644093113,1151.28100024847,1188.07848882624,1188.084404454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",16791,1145.64129023266,1145.64050963245,1059.3182813303,1059.32745951564,1151.27757292528,1151.28193896077,1188.08059817043,1188.08628943879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",16864,1145.64235526788,1145.64140490045,1059.31957821265,1059.3283687937,1151.2786562401,1151.28283730546,1188.08261680404,1188.08809220706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",16937,1145.64337450321,1145.64226166909,1059.32081932494,1059.32923896968,1151.27969296895,1151.28369701849,1188.08454862806,1188.08981634553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",17010,1145.64434990819,1145.64308159396,1059.32200706548,1059.33007172513,1151.28068511517,1151.28451976113,1188.08639737573,1188.09146528442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",17083,1145.64528336767,1145.64386625947,1059.32314372941,1059.33086866928,1151.28163459596,1151.28530712323,1188.08816661973,1188.09304230427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",17156,1145.64617668543,1145.64461718187,1059.32423151319,1059.33163134213,1151.28254324607,1151.28606062627,1188.08985977909,1188.09455054249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",17229,1145.6470315877,1145.64533581224,1059.32527251883,1059.33236121748,1151.28341282135,1151.28678172629,1188.09148012579,1188.09599299959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",17302,1145.64784972646,1145.64602353922,1059.32626875792,1059.33305970574,1151.28424500213,1151.28747181673,1188.09303079113,1188.09737254515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",17375,1145.64863268267,1145.64668169176,1059.32722215558,1059.33372815667,1151.2850413965,1151.28813223109,1188.09451477171,1188.09869192357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",17448,1145.64938196927,1145.64731154166,1059.32813455411,1059.33436786197,1151.2858035434,1151.28876424554,1188.09593493529,1188.09995375948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",17521,1145.65009903418,1145.64791430601,1059.32900771662,1059.33498005782,1151.28653291556,1151.28936908136,1188.09729402628,1188.101160563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",17594,1145.65078526303,1145.64849114959,1059.32984333037,1059.33556592722,1151.28723092241,1151.28994790733,1188.09859467107,1188.10231473475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",17667,1145.65144198186,1145.64904318707,1059.33064301009,1059.33612660229,1151.28789891275,1151.29050184195,1188.0998393831,1188.1034185706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",17740,1145.6520704597,1145.64957148519,1059.33140830105,1059.33666316648,1151.28853817739,1151.29103195563,1188.10103056773,1188.10447426623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",17813,1145.652671911,1145.65007706481,1059.33214068206,1059.33717665665,1151.28914995163,1151.29153927274,1188.10217052687,1188.10548392156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",17886,1145.653247498,1145.65056090291,1059.33284156838,1059.33766806505,1151.28973541764,1151.2920247736,1188.10326146343,1188.10644954486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",17959,1145.65379833292,1145.65102393444,1059.33351231436,1059.33813834127,1151.29029570675,1151.2924893964,1188.1043054856,1188.1073730568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",18032,1145.6543254802,1145.65146705414,1059.33415421614,1059.33858839408,1151.29083190166,1151.29293403893,1188.10530461088,1188.10825629424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",18105,1145.65482995848,1145.6518911183,1059.33476851412,1059.33901909314,1151.29134503849,1151.29335956043,1188.10626077003,1188.10910101393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",18178,1145.6553127426,1145.65229694635,1059.33535639533,1059.33943127074,1151.2918361088,1151.29376678316,1188.10717581078,1188.10990889593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
