"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"354",25770,3229304.78912707,1340245.40806415,2531728.35023097,533241.479036253,3152249.60698694,1131047.30626227,3032475.1499306,343590.434013061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",25843,3229415.14402843,1341873.46167363,2538420.34952437,533510.614769286,3159672.63660723,1132277.99845017,3040532.43604398,343372.785295335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",25916,3238404.8545312,1344576.58684308,2546115.19326592,534618.007403885,3168727.53335098,1134553.39683284,3051550.3910763,344487.426782643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",25989,3260810.47685624,1350977.6588569,2555606.40963755,537727.470438214,3180377.95469424,1140153.31462554,3063768.13323813,347276.782739406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",26062,3272160.50911443,1356332.16417154,2563847.47654355,539922.054543742,3190064.55916906,1144717.65910031,3072627.18396151,348351.192730134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",26135,3275661.37936367,1359461.39945226,2571097.74983537,540879.903330267,3198635.57431363,1147260.40575479,3081566.38349446,348506.640442994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",26208,3275772.26175212,1361088.67744847,2577789.74234465,541149.07671051,3206058.70390158,1148494.90283331,3089624.1672683,348288.96467036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",26281,3284762.04660915,1363794.78429535,2585484.68050233,542256.43756818,3215113.9011752,1150768.3123999,3100643.9703719,349403.986660964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",26354,3307167.75310823,1370192.63036028,2594975.94431658,545365.966271083,3226764.98711123,1156366.08957925,3112863.05883687,352193.347804871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",26427,3318517.83653178,1375544.64776152,2603216.97390946,547560.652349077,3236451.63526948,1160930.89484029,3121722.6967203,353267.833449525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",26500,3322018.66489516,1378673.70718724,2610467.29868407,548518.548111032,3245021.15749629,1163474.22915076,3130662.46313925,353423.3785626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",26573,3322130.0734598,1380304.29996876,2617159.26648843,548787.803145043,3252444.20485214,1164709.90878556,3138721.91307168,353205.742342845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",26646,3331120.00385485,1383008.47943388,2624854.37706458,549895.136712501,3261499.13259953,1166982.54319462,3149740.57199198,354320.83377291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",26719,3353525.88352802,1389410.55360553,2634345.80132701,553004.723669862,3273149.57527922,1172580.55253375,3161959.16140517,357110.254935119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",26792,3364876.04144111,1394764.08807441,2642586.92480541,555199.485669476,3282836.17937836,1177145.47469398,3170819.06018044,358184.798664231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",26865,3368376.84363007,1397884.14810305,2649836.42275662,556158.261174844,3291407.22745099,1179688.67709116,3179759.1134619,358340.4038606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",26938,3368488.79636035,1399515.84857474,2656530.34922115,556424.541059624,3298830.30127816,1180924.66946167,3187817.68454237,358122.804635414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",27011,3377478.84238419,1402221.52100321,2664225.22909492,557531.997573038,3307885.49904656,1183196.92333303,3198836.80035876,359237.925682851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",27084,3399884.90236748,1408622.89236452,2673716.54660336,560641.850330896,3319536.5842452,1188795.10626645,3211056.96855602,362027.40077927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",27157,3411235.15628442,1413976.6450301,2681957.65814343,562836.722521893,3329223.23485474,1193360.13739836,3219916.94679223,363102.001552516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",27230,3414735.91230857,1417105.57746725,2689207.22411095,563795.562944407,3337792.75987955,1195903.83042805,3228857.40483935,363257.653278245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",27303,3414848.40444423,1418732.98548815,2695901.02585829,564061.876196108,3345215.82832917,1197134.68915716,3236917.05660716,363040.11807793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",27376,3423838.66868619,1421439.10164214,2703595.89651232,565169.398821894,3354270.79434664,1199410.2668869,3247937.36015173,364155.174867311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",27449,3446245.07454019,1427836.84879614,2713087.23419584,568279.28926945,3365921.26482616,1205010.60958944,3260157.59133079,366944.691194131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",27522,3457595.48204721,1433188.69511535,2721328.39340005,570474.269092182,3375607.86954752,1209574.60531059,3269018.56981239,368019.346769077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",27595,3461096.21784868,1436316.48920856,2728577.89291558,571433.151825607,3384178.95205685,1212117.61136329,3277959.48998269,368175.114406709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",27668,3461209.2784877,1437943.78040103,2735271.9521004,571699.41719453,3391601.46099728,1213352.75077175,3286019.5168673,367957.565881904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",27741,3470199.69022132,1440649.64174419,2742966.88959411,572807.132015047,3400656.49466717,1215625.75596991,3297038.89935868,369072.72813752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",27814,3492606.38400519,1447047.44957192,2752458.2884763,575916.831625792,3412306.9525538,1221224.15389751,3309258.45630639,371862.308647236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",27887,3503956.89438548,1452399.38144676,2760699.49472759,578111.986327589,3421993.55525314,1225789.69412619,3318119.32879329,372937.019738391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",27960,3507457.99038721,1455528.36737754,2767948.92840894,579071.118079956,3430564.65022626,1228338.49266895,3327060.41342902,373092.864855152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",28033,3507567.96746059,1457157.56226323,2774641.10972823,579336.627581958,3437987.20350285,1229570.5753787,3335120.74530799,372875.343480047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",28106,3516557.80859525,1459865.35647213,2782336.494869,580444.947624146,3447042.24301126,1231843.27759718,3346141.8525024,373990.560659295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",28179,3538964.10584732,1466264.12377796,2791828.58553634,583554.118035154,3458692.71216552,1237438.95279288,3358362.40119551,376780.198346504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",28252,3550314.83293132,1471617.39388818,2800070.09764108,585746.485814794,3468379.31245768,1242002.05028893,3367224.71249718,377854.962856108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",28325,3553816.01227156,1474744.78782017,2807319.5900612,586704.343746957,3476950.41957107,1244554.2920497,3376166.03702061,378010.907245973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",28398,3553923.94311983,1476375.72496655,2814014.28327253,586971.086250436,3484373.03699947,1245789.28913203,3384226.58723395,377793.107904055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",28471,3562915.14630294,1479083.40899694,2821709.38877662,588079.308820977,3493428.06302803,1248060.72263884,3395248.9473303,378907.825829134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",28544,3585323.71448265,1485481.791312,2831201.01601169,591189.154123006,3505078.58514181,1253659.06816743,3407469.33330226,381696.903279785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",28617,3596674.64712822,1490834.63177711,2839442.37605984,593384.447920106,3514764.78014292,1258224.61687291,3416330.94686429,382771.860842452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",28690,3600163.23936232,1493963.71283401,2846691.94169114,594343.709246407,3523334.06474842,1260773.57351687,3425272.53347672,382927.654832951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",28763,3600269.20258287,1495592.22393415,2853386.479088,594608.790987006,3530758.51107799,1262005.7944437,3433332.77099509,382709.521213749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",28836,3609257.33823954,1498301.81403603,2861081.565569,595716.208424922,3539813.98036024,1264278.62926897,3444354.55072145,383824.522018004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",28909,3631667.51111333,1504705.34557868,2870573.23858972,598827.824858431,3551464.77911712,1269874.34928112,3456575.7577484,386614.229590104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",28982,3643018.52817497,1510055.34686827,2878814.65009991,601020.377389525,3561151.38374835,1274437.81323812,3465437.49075698,387689.083085879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",29055,3646511.32987524,1513185.12102971,2886064.13262772,601979.756619121,3569722.50354066,1276988.15791002,3474379.27776921,387845.302115883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",29128,3646618.8088864,1514813.1340599,2892758.95968347,602245.053171559,3577145.41918752,1278223.82513641,3482439.67325676,387628.221124136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",29201,3655610.54958184,1517518.6083675,2900454.09578757,603352.817902684,3586200.43116003,1280495.91420784,3493460.32635585,388743.103482558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",29274,3678021.00992521,1523916.34519212,2909945.76365183,606462.863206821,3597851.02955185,1286091.51154778,3505682.05821595,391532.31746804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",29347,3689372.45196116,1529268.29702444,2918187.19849067,608658.355517353,3607537.57494902,1290654.25508268,3514544.35382553,392607.379882884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",29420,3692862.81827186,1532397.05101861,2925436.53731214,609617.80049945,3616107.84242765,1293205.1796192,3523486.39926781,392763.329036273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",29493,3692966.5848821,1534028.09934982,2932131.68194261,609883.557796974,3623531.21917959,1294440.23045085,3531548.34802911,392545.295561583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",29566,3701957.37710138,1536732.07955539,2939827.29171971,610992.194626404,3632586.49212891,1296705.76485099,3542568.99826931,393660.341201553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",29639,3724365.32058988,1543133.78416254,2949318.82323007,614100.96043072,3644237.5920107,1302305.60822316,3554791.27734025,396450.154937313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",29712,3735716.60639351,1548488.15425914,2957560.19768305,616294.242856666,3653924.22879065,1306871.02455871,3563654.44807264,397525.095078142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",29785,3739207.28739542,1551607.1743448,2964809.86843999,617251.880814723,3662495.27649227,1309420.23182835,3572596.59713843,397681.452101127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",29858,3739311.14601642,1553240.44787925,2971502.53467121,617520.153548984,3669918.4311371,1310654.56306817,3580657.87114563,397464.801260971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",29931,3748302.05472836,1555944.0696613,2979197.37178004,618620.614476788,3678973.67277984,1312921.50129241,3591679.21018917,398579.688472409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",30004,3770710.63732938,1562345.94107071,2988688.83656003,621731.961325351,3690624.77823988,1318521.06022483,3603900.99180974,401369.003764266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",30077,3782062.13508036,1567699.98924618,2996930.26388187,623927.630217283,3700311.42067574,1323086.60168886,3612763.73353047,402444.210592734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",30150,3785553.54582908,1570818.81719795,3004179.59089081,624886.808855803,3708882.48913121,1325637.02387964,3621706.03940361,402600.283848012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",30223,3785657.56935644,1572452.18710538,3010874.84834298,625153.455784311,3716305.62663109,1326869.43690422,3629766.87077729,402382.351795409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",30296,3794648.52956285,1575155.66581062,3018570.44818689,626261.099102341,3725360.87038434,1329142.31709105,3640788.1678659,403497.424459617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",30369,3817057.83940168,1581557.65509848,3028061.9951996,629372.253457011,3737011.97178104,1334738.2040787,3653010.44021929,406286.75192688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",30442,3828409.57130142,1586911.48273534,3036303.42768703,631568.019674333,3746698.60506233,1339301.80747586,3661873.24927633,407362.02576152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",30515,3831901.61491135,1590030.23968307,3043552.90916736,632527.886427448,3755269.68477852,1341852.40514926,3670815.69844956,407518.83807628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",30588,3832005.84520875,1591663.72087368,3050245.49949129,632793.631706054,3762692.79599342,1343088.12125767,3678876.79723574,407301.13708866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",30661,3840996.89511963,1594367.03133953,3057940.26467124,633900.743120697,3771748.03498082,1345360.62773535,3689898.0038737,408416.518411941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",30734,3863407.19184133,1600769.15837964,3067431.68127322,637010.629329238,3783399.13476145,1350956.45271488,3702120.38700467,411206.233439017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",30807,3874759.18345073,1606122.81538607,3075673.32337285,639204.084964538,3793085.76503583,1355519.41808643,3710983.31717632,412281.618300419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",30880,3878251.82176166,1609241.55794093,3082922.70961059,640163.806290059,3801656.86072322,1358070.35450586,3719925.8893136,412438.490541538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",30953,3878356.33838131,1610875.17397771,3089618.06962419,640431.101000413,3809079.96788789,1359307.59119354,3727987.05067397,412221.595219837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",31026,3887347.40716614,1613578.31250753,3097313.66185017,641539.303016609,3818135.18020607,1361579.36923146,3739008.51871132,413336.977100476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",31099,3909759.048,1619980.56004113,3106805.20889086,644649.644177599,3829786.28098282,1367178.58689727,3751231.04209546,416127.032986452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",31172,3921111.439339,1625334.02118948,3115046.67222862,646845.602931604,3839472.9109534,1371744.71474075,3760094.1027642,417202.142060072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",31245,3924604.62073747,1628452.71393118,3122295.92581423,647805.265948701,3848044.02537521,1374295.29385707,3769036.78580509,417358.531854458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",31318,3924709.48080955,1630086.44167088,3128988.15795501,648071.201920116,3855467.15576476,1375531.62443205,3777097.96486752,417141.601637402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",31391,3933700.56168736,1632789.38944821,3136683.08128782,649179.941654056,3864522.28314854,1377805.51723145,3788119.62121568,418256.661616182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",31464,3956112.45045014,1639191.76155495,3146174.57816218,652292.283182379,3876173.3690303,1383406.32641149,3800342.26792115,421046.195516728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",31537,3967464.99052684,1644545.05342862,3154416.14285619,654486.574625797,3885859.9950402,1387970.57891088,3809205.45060456,422121.703747491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",31610,3970958.62290874,1647663.71651309,3161665.56922225,655445.363906796,3894431.12490396,1390513.01882241,3818148.23735677,422278.684129938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",31683,3971063.89223294,1649297.57764208,3168361.13436921,655712.751874442,3901853.65967467,1391750.33367424,3826209.47502389,422062.04958561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",31756,3980055.07556286,1652000.33835354,3176056.67726842,656820.995156788,3910908.65253465,1394021.92542057,3837231.20374845,423177.82515928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",31829,4002467.27000985,1658402.86392329,3185548.21840668,659931.481871629,3922559.45180168,1399621.45031714,3849453.95051701,425968.023690011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",31902,4013819.95928815,1663756.0578945,3193789.69500267,662127.61600802,3932245.63465633,1404187.33313157,3858317.23092855,427043.240677854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",31975,4017313.95564862,1666874.70995336,3201038.76024087,663087.18359907,3940813.93766466,1406737.89510377,3867260.11319629,427199.724507991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",32048,4017419.74023852,1668508.69596244,3207731.086058,663353.179383165,3948236.16819575,1407971.40408344,3875321.39679208,426982.915294152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",32121,4026410.92475032,1671211.25842632,3215426.03033285,664461.761627213,3957291.95513641,1410245.13266713,3886343.18879196,428098.074957214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",32194,4048823.3133536,1677613.91785217,3224917.59295072,667573.975868501,3968943.44111215,1415842.99835588,3898566.01716174,430887.723961051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",32267,4060176.23879134,1682966.98039393,3233159.23074321,669768.657000588,3978629.61210447,1420407.0495479,3907429.38542257,431963.366373973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",32340,4063670.63790042,1686085.57936158,3240408.41293105,670727.520736606,3987199.18393205,1422957.74180683,3916372.35720845,432120.458119243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",32413,4063777.06975673,1687719.68288365,3247102.17808156,670994.350513567,3994623.96436868,1424193.92266255,3924433.66605687,431903.697125867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",32486,4072768.32615867,1690422.03789903,3254797.8013494,672102.356693702,4003678.69814583,1426457.83785468,3935455.52264256,433019.220927291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",32559,4095180.96043513,1696824.82947354,3264289.34356363,675212.64583126,4015329.09514991,1432057.379319,3947678.43027348,435809.492090933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",32632,4106534.08455085,1702177.79066765,3272530.84910072,677406.470872207,4025015.68852721,1436620.89261166,3956541.87766284,436884.748314331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",32705,4110028.8159938,1705296.34820115,3279780.809219,678365.087740611,4033586.75988645,1439173.71260955,3965484.93815166,437041.341622963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",32778,4110136.05611353,1706922.55504692,3286473.02746166,678631.724802053,4041010.61232919,1440408.64372322,3973546.25949897,436824.63614137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",32851,4119127.40950752,1709628.0065034,3294168.00043312,679739.212971944,4050066.49831378,1442684.95687735,3984568.17700821,437939.886950988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",32924,4141540.31462576,1716025.72626413,3303659.64045294,682849.984249727,4061717.85353969,1448285.53371002,3996791.15500839,440729.649209847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",32997,4152893.6192897,1721376.40887516,3311901.36990508,685042.929477552,4071404.47667901,1452849.20774113,4005654.67502569,441805.437987606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",33070,4156388.59187829,1724505.98610522,3319150.69318606,686001.632670828,4079974.45840259,1455402.07883063,4014597.82294843,441962.641124294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",33143,4156496.85350588,1726140.14642137,3325844.57915737,686268.25412389,4087397.35313012,1456636.73888909,4022659.20893989,441745.845431639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",33216,4165488.28680455,1728842.61135015,3333540.19509297,687376.913916821,4096453.19299542,1458909.55917003,4033681.04401718,442861.668938197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",33289,4187901.3679367,1735245.55240677,3343031.7398644,690487.701017178,4108104.21003997,1464505.78206613,4045904.06324891,445652.069949376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",33362,4199254.85827646,1740598.45212233,3351273.25548876,692680.69763126,4117790.83285948,1469069.47278125,4054767.64120579,446727.421187299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",33435,4202750.03882645,1743716.87347704,3358523.35616476,693639.475814475,4126360.8039497,1471620.12312726,4063710.86566246,446884.624765573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",33508,4202859.55900984,1745343.08752482,3365215.77786743,693908.590862934,4133783.71787862,1472851.8278918,4071772.30846711,446667.953155427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",33581,4211851.06392315,1748048.66859478,3372910.78465868,695009.772743248,4142839.56331554,1475125.52776218,4082794.07002423,447783.501067055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",33654,4234264.28803205,1754451.62573859,3382402.57698562,698121.655526936,4154490.61351975,1480726.51449505,4095017.12646946,450573.337723047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",33727,4245617.97272567,1759801.69403702,3390644.41159023,700317.551121258,4164177.2354586,1485291.99543691,4103880.76041449,451649.238440261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",33800,4249113.26338634,1762930.2591403,3397893.67928682,701275.366706485,4172747.26435628,1487833.3004053,4112824.06320244,451806.5476047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",33873,4249224.88183601,1764558.98713576,3404587.20335791,701543.630942938,4180170.15168258,1489071.92201413,4120885.62589475,451590.028984892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",33946,4258215.42916757,1767263.72514335,3412279.90256406,702648.985553096,4189226.087113,1491342.34051243,4131906.92652285,452705.516614221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",34019,4280629.77301008,1773665.48742921,3421771.44185099,705760.921886381,4200877.22885523,1496942.94684582,4144130.20629451,455495.632214598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",34092,4291983.78711401,1779017.63213921,3430013.31555943,707956.669149338,4210563.85527087,1501509.13693805,4152993.82309219,456571.603611005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",34165,4295479.16956081,1782146.82939152,3437262.70088268,708913.93247096,4219133.95651836,1504050.37201263,4161937.15407432,456729.104018216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",34238,4295592.08838878,1783779.21079775,3443956.56630662,709182.587728941,4226556.82591912,1505288.48192055,4169998.7308513,456511.850567252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",34311,4304582.81221446,1786484.85238846,3451652.17017014,710290.452103195,4235612.86481506,1507558.82805422,4181020.02761205,457627.802502004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",34384,4326997.30975467,1792883.76959038,3461143.71758895,713402.50120018,4247264.10315763,1513159.59316161,4193241.92395279,460418.272630033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",34457,4338351.55411296,1798235.24250397,3469385.13321613,715597.941955164,4256950.72285728,1517725.64633643,4202104.92128483,461494.351190653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",34530,4341847.22389714,1801363.84937227,3476635.42281769,716555.054406056,4265520.88152978,1520266.84283205,4211048.35686684,461651.923827845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",34603,4341959.8332176,1802991.79120862,3483327.68302322,716822.239897944,4272943.73949578,1521498.70232965,4219109.97639973,461434.607424149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",34676,4350950.49609133,1805699.2465246,3491022.70044252,717930.470748155,4281999.87190336,1523770.78784277,4230131.39795172,462550.512862777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",34749,4373365.28102012,1812097.23933993,3500514.64475097,721042.22528345,4293651.21288799,1529367.24675487,4242354.69690526,465341.112744583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",34822,4384719.74585855,1817449.38443304,3508756.62461836,723237.951450947,4303337.41292812,1533930.96377584,4251218.37278353,466416.615641909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",34895,4388213.47650401,1820578.56556776,3516005.9155295,724195.582622046,4311907.99180433,1536482.00627012,4260161.8094066,466573.727052415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",34968,4388320.9199522,1822211.08798045,3522701.23942902,724462.837131419,4319332.20047089,1537713.91683591,4268223.42935054,466356.923560734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",35041,4397311.08824264,1824917.25193245,3530396.85795372,725571.030028308,4328386.83290507,1539988.02140413,4279244.79079426,467472.759206683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",35114,4419721.23545216,1831318.07139936,3539888.41683058,728683.083606873,4340037.22992906,1545590.08688482,4291468.23051147,470263.237631558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",35187,4431070.58725478,1836669.9349392,3548129.72865898,730878.325723927,4349723.71212279,1550152.59196687,4300332.00067475,471339.438073102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",35260,4434561.27191412,1839795.46868259,3555379.67262526,731835.95426343,4358292.22456199,1552704.41255788,4309275.44028294,471497.152177452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",35333,4434667.90423465,1841423.39721309,3562072.3788313,732107.703960572,4365714.50462154,1553941.33064489,4317337.17532446,471280.012387523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",35406,4443657.58679009,1844130.03333535,3569767.18286253,733214.706062397,4374769.6268074,1556213.27000199,4328358.55150684,472394.833668983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",35479,4466069.36757306,1850528.20105052,3579258.73883528,736325.794578246,4386420.71050084,1561809.77173762,4340582.00929945,475184.959773341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
