"","length","c.k2...0.0031339173511397.","c.k2...0.00138213011129679.","c.k2...0.00255656684258368.","c.k2...0.000619838530513151."
"k2",5,0.0031339173511397,0.00138213011129679,0.00255656684258368,0.000619838530513151
