"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"105",7593,1597.5510751886,1607.06241848607,1485.533800237,1507.76433518822,1593.77791088424,1607.2822479788,1591.70311223268,1632.83222322847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",7666,1600.56369378075,1609.88987361188,1488.76670729967,1510.56578365593,1596.84239112214,1610.0839480598,1595.4335139675,1635.90258077536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",7739,1603.51769355806,1612.66231278848,1491.9367078309,1513.31261584476,1599.84724343267,1612.83113326372,1599.09100139725,1638.90673265031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",7812,1606.41421511147,1615.38080650339,1495.04502604135,1516.00590471375,1602.79362804205,1615.52486433896,1602.67701856681,1641.84625614161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",7885,1609.25437683857,1618.04640441465,1498.09286229542,1518.64670135706,1605.68268260105,1618.16618139228,1606.19297947853,1644.72268491824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",7958,1612.03927537543,1620.66013575632,1501.08139357862,1521.23603552457,1608.51552262428,1620.7561042909,1609.64026882622,1647.53751045685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",8031,1614.76998602004,1623.22300973586,1504.01177395573,1523.77491612317,1611.29324192086,1623.29563305617,1613.02024270351,1650.29218341511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",8104,1617.44756314752,1625.73601592378,1506.8851350194,1526.26433170003,1614.01691301685,1625.78574825023,1616.33422928767,1652.98811495362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",8177,1620.07304061716,1628.20012463577,1509.70258632923,1528.70525090894,1616.68758756932,1628.22741135489,1619.58352950048,1655.62667800854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",8250,1622.64743217172,1630.6162873073,1512.4652158428,1531.09862296084,1619.30629677243,1630.62156514305,1622.76941764708,1658.20920851682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",8323,1625.17173182874,1632.98543686107,1515.1740903378,1533.44537805948,1621.87405175562,1632.96913404285,1625.8931420341,1660.73700659617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",8396,1627.64691426444,1635.30848806727,1517.83025582546,1535.74642782307,1624.39184397398,1635.27102449429,1628.95592556806,1663.21133768141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",8469,1630.07393519001,1637.58633789651,1520.43473795596,1538.00266569269,1626.86064559112,1637.52812529975,1631.95896633497,1665.63343361909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",8542,1632.45373172064,1639.81986586636,1522.98854241567,1540.21496732833,1629.2814098545,1639.74130796714,1634.90343816215,1668.00449372203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",8615,1634.78722273736,1642.00993438101,1525.49265531656,1542.38419099308,1631.65507146351,1641.91142704656,1637.790491163,1670.32568578544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",8688,1637.07530924182,1644.15738906422,1527.94804357791,1544.51117792615,1633.98254693041,1644.03932046025,1640.62125226562,1672.59814706607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",8761,1639.31887470421,1646.2630590858,1530.35565530043,1546.59675270538,1636.26473493415,1646.12580982611,1643.39682572595,1674.82298522601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",8834,1641.51878540435,1648.32775748173,1532.71642013305,1548.64172359963,1638.50251666741,1648.17170077507,1646.11829362617,1677.00127924241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",8907,1643.67589076621,1650.35228146816,1535.0312496325,1550.64688291157,1640.69675617683,1650.17778326223,1648.78671635899,1679.13408028469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",8980,1645.79102368586,1652.33741274918,1537.30103761575,1552.61300731144,1642.84830069662,1652.14483187164,1651.40313309847,1681.22241256029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",9053,1647.86500085309,1654.28391781866,1539.52666050564,1554.54085816199,1644.95798097572,1654.07360611556,1653.96856225792,1683.26727413037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",9126,1649.89862306672,1656.19254825624,1541.70897766961,1556.43118183515,1647.02661159857,1655.96485072789,1656.48400193546,1685.26963769668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",9199,1651.89267554382,1658.06404101749,1543.84883175188,1558.28471002074,1649.0549912996,1657.81929595158,1658.9504303476,1687.23045136062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",9272,1653.8479282229,1659.89911871845,1545.94704899913,1560.10216002745,1651.04390327165,1659.63765782064,1661.36880625162,1689.15063935565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",9345,1655.76513606118,1661.6984899147,1548.0044395797,1561.88423507659,1652.9941154684,1661.4206384366,1663.74006935684,1691.03110275411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",9418,1657.64503932611,1663.46284937491,1550.02179789671,1563.63162458865,1654.90638090085,1663.16892623964,1666.06514072543,1692.8727201495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",9491,1659.4883638812,1665.19287834909,1551.99990289493,1565.34500446334,1656.7814379281,1664.88319627439,1668.34492316318,1694.67634831502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
