"","length","c.k2...0.00314705694675828.","c.k2...0.00138792497718504.","c.k2...0.00254944576104169.","c.k2...0.000626792902500333."
"k2",5,0.00314705694675828,0.00138792497718504,0.00254944576104169,0.000626792902500333
